id	chrom	len	cumlen
scaffold_group127	VYXG01004007.1_RagTag	1050	990473970
scaffold_group127	VYXG01004010.1_RagTag	499	990474469
scaffold_group127	VYXG01004011.1_RagTag	332	990474801
scaffold_group127	VYXG01004012.1_RagTag	1084	990475885
scaffold_group127	VYXG01004013.1_RagTag	2073	990477958
scaffold_group127	VYXG01004014.1_RagTag	409	990478367
scaffold_group127	VYXG01004015.1_RagTag	2629	990480996
scaffold_group127	VYXG01004018.1_RagTag	4851	990485847
scaffold_group127	VYXG01004019.1_RagTag	541	990486388
scaffold_group127	VYXG01004020.1_RagTag	1192	990487580
scaffold_group127	VYXG01004021.1_RagTag	460	990488040
scaffold_group127	VYXG01004024.1_RagTag	494	990488534
scaffold_group127	VYXG01004026.1_RagTag	487	990489021
scaffold_group127	VYXG01004027.1_RagTag	524	990489545
scaffold_group128	VYXG01004028.1_RagTag	2252	990491797
scaffold_group128	VYXG01004029.1_RagTag	488	990492285
scaffold_group128	VYXG01004030.1_RagTag	539	990492824
scaffold_group128	VYXG01004031.1_RagTag	537	990493361
scaffold_group128	VYXG01004032.1_RagTag	1187	990494548
scaffold_group128	VYXG01004034.1_RagTag	584	990495132
scaffold_group128	VYXG01004035.1_RagTag	32318	990527450
scaffold_group128	VYXG01004036.1_RagTag	5190	990532640
scaffold_group128	VYXG01004041.1_RagTag	4473	990537113
scaffold_group128	VYXG01004044.1_RagTag	78491	990615604
scaffold_group128	VYXG01004045.1_RagTag	530	990616134
scaffold_group128	VYXG01004049.1_RagTag	732	990616866
scaffold_group128	VYXG01004052.1_RagTag	138932	990755798
scaffold_group128	VYXG01004053.1_RagTag	1459	990757257
scaffold_group128	VYXG01004054.1_RagTag	4532	990761789
scaffold_group128	VYXG01004055.1_RagTag	824	990762613
scaffold_group128	VYXG01004061.1_RagTag	3708	990766321
scaffold_group128	VYXG01004062.1_RagTag	6990	990773311
scaffold_group128	VYXG01004063.1_RagTag	539	990773850
scaffold_group128	VYXG01004065.1_RagTag	1173	990775023
scaffold_group128	VYXG01004067.1_RagTag	421	990775444
scaffold_group128	VYXG01004068.1_RagTag	1063	990776507
scaffold_group128	VYXG01004070.1_RagTag	518	990777025
scaffold_group128	VYXG01004071.1_RagTag	1005	990778030
scaffold_group128	VYXG01004072.1_RagTag	410	990778440
scaffold_group128	VYXG01004073.1_RagTag	1346	990779786
scaffold_group128	VYXG01004074.1_RagTag	817	990780603
scaffold_group128	VYXG01004075.1_RagTag	977	990781580
scaffold_group128	VYXG01004076.1_RagTag	919	990782499
scaffold_group128	VYXG01004077.1_RagTag	3335	990785834
scaffold_group129	VYXG01004079.1_RagTag	1212	990787046
scaffold_group129	VYXG01004080.1_RagTag	884	990787930
scaffold_group129	VYXG01004081.1_RagTag	2720	990790650
scaffold_group129	VYXG01004085.1_RagTag	854	990791504
scaffold_group129	VYXG01004086.1_RagTag	793	990792297
scaffold_group129	VYXG01004088.1_RagTag	12243	990804540
scaffold_group129	VYXG01004090.1_RagTag	1615	990806155
scaffold_group129	VYXG01004091.1_RagTag	350243	991156398
scaffold_group129	VYXG01004097.1_RagTag	384951	991541349
scaffold_group129	VYXG01004098.1_RagTag	26275	991567624
scaffold_group129	VYXG01004104.1_RagTag	57901	991625525
scaffold_group129	VYXG01004108.1_RagTag	97467	991722992
scaffold_group129	VYXG01004110.1_RagTag	4849	991727841
scaffold_group129	VYXG01004112.1_RagTag	513	991728354
scaffold_group129	VYXG01004114.1_RagTag	16957	991745311
scaffold_group129	VYXG01004115.1_RagTag	5423	991750734
scaffold_group129	VYXG01004117.1_RagTag	738	991751472
scaffold_group129	VYXG01004118.1_RagTag	23315	991774787
scaffold_group129	VYXG01004119.1_RagTag	928	991775715
scaffold_group129	VYXG01004124.1_RagTag	12809	991788524
scaffold_group129	VYXG01004125.1_RagTag	2640	991791164
scaffold_group129	VYXG01004126.1_RagTag	456	991791620
scaffold_group129	VYXG01004128.1_RagTag	1038	991792658
scaffold_group129	VYXG01004131.1_RagTag	1305	991793963
scaffold_group129	VYXG01004132.1_RagTag	523	991794486
scaffold_group129	VYXG01004135.1_RagTag	454	991794940
scaffold_group129	VYXG01004137.1_RagTag	427	991795367
scaffold_group129	VYXG01004138.1_RagTag	581	991795948
scaffold_group129	VYXG01004139.1_RagTag	3450	991799398
scaffold_group129	VYXG01004141.1_RagTag	481	991799879
scaffold_group130	VYXG01004143.1_RagTag	428	991800307
scaffold_group130	VYXG01004144.1_RagTag	415	991800722
scaffold_group130	VYXG01004145.1_RagTag	1329	991802051
scaffold_group130	VYXG01004146.1_RagTag	469	991802520
scaffold_group130	VYXG01004147.1_RagTag	1096	991803616
scaffold_group130	VYXG01004148.1_RagTag	366	991803982
scaffold_group130	VYXG01004149.1_RagTag	85046	991889028
scaffold_group130	VYXG01004152.1_RagTag	33644	991922672
scaffold_group130	VYXG01004153.1_RagTag	814	991923486
scaffold_group130	VYXG01004154.1_RagTag	1007	991924493
scaffold_group130	VYXG01004156.1_RagTag	457	991924950
scaffold_group130	VYXG01004157.1_RagTag	1295	991926245
scaffold_group130	VYXG01004158.1_RagTag	922	991927167
scaffold_group130	VYXG01004159.1_RagTag	742	991927909
scaffold_group130	VYXG01004160.1_RagTag	967	991928876
scaffold_group130	VYXG01004162.1_RagTag	618	991929494
scaffold_group130	VYXG01004164.1_RagTag	452	991929946
scaffold_group130	VYXG01004165.1_RagTag	255426	992185372
scaffold_group130	VYXG01004166.1_RagTag	484	992185856
scaffold_group130	VYXG01004168.1_RagTag	559	992186415
scaffold_group130	VYXG01004169.1_RagTag	1028	992187443
scaffold_group130	VYXG01004170.1_RagTag	474	992187917
scaffold_group130	VYXG01004171.1_RagTag	975	992188892
scaffold_group130	VYXG01004172.1_RagTag	786	992189678
scaffold_group130	VYXG01004174.1_RagTag	506	992190184
scaffold_group130	VYXG01004175.1_RagTag	6306	992196490
scaffold_group130	VYXG01004183.1_RagTag	3854	992200344
scaffold_group130	VYXG01004185.1_RagTag	1331	992201675
scaffold_group130	VYXG01004186.1_RagTag	457	992202132
scaffold_group130	VYXG01004188.1_RagTag	5640	992207772
scaffold_group131	VYXG01004191.1_RagTag	2557	992210329
scaffold_group131	VYXG01004193.1_RagTag	27032	992237361
scaffold_group131	VYXG01004194.1_RagTag	246923	992484284
scaffold_group131	VYXG01004197.1_RagTag	2916	992487200
scaffold_group131	VYXG01004198.1_RagTag	4716	992491916
scaffold_group131	VYXG01004201.1_RagTag	2329	992494245
scaffold_group131	VYXG01004202.1_RagTag	47745	992541990
scaffold_group131	VYXG01004205.1_RagTag	1508	992543498
scaffold_group131	VYXG01004207.1_RagTag	15711	992559209
scaffold_group131	VYXG01004209.1_RagTag	16259	992575468
scaffold_group131	VYXG01004212.1_RagTag	1442	992576910
scaffold_group131	VYXG01004216.1_RagTag	153393	992730303
scaffold_group131	VYXG01004219.1_RagTag	1657	992731960
scaffold_group131	VYXG01004220.1_RagTag	1350	992733310
scaffold_group131	VYXG01004221.1_RagTag	799	992734109
scaffold_group131	VYXG01004222.1_RagTag	773	992734882
scaffold_group131	VYXG01004223.1_RagTag	93226	992828108
scaffold_group131	VYXG01004224.1_RagTag	994	992829102
scaffold_group131	VYXG01004225.1_RagTag	516	992829618
scaffold_group131	VYXG01004226.1_RagTag	5454	992835072
scaffold_group131	VYXG01004227.1_RagTag	1719	992836791
scaffold_group131	VYXG01004228.1_RagTag	970	992837761
scaffold_group131	VYXG01004229.1_RagTag	3618	992841379
scaffold_group131	VYXG01004233.1_RagTag	5658	992847037
scaffold_group131	VYXG01004235.1_RagTag	2652	992849689
scaffold_group131	VYXG01004237.1_RagTag	1689	992851378
scaffold_group131	VYXG01004239.1_RagTag	1798	992853176
scaffold_group131	VYXG01004240.1_RagTag	5810	992858986
scaffold_group131	VYXG01004241.1_RagTag	2740	992861726
scaffold_group131	VYXG01004243.1_RagTag	1250	992862976
scaffold_group132	VYXG01004244.1_RagTag	467	992863443
scaffold_group132	VYXG01004246.1_RagTag	492	992863935
scaffold_group132	VYXG01004247.1_RagTag	1347	992865282
scaffold_group132	VYXG01004248.1_RagTag	972	992866254
scaffold_group132	VYXG01004250.1_RagTag	1467	992867721
scaffold_group132	VYXG01004252.1_RagTag	1103	992868824
scaffold_group132	VYXG01004253.1_RagTag	701	992869525
scaffold_group132	VYXG01004254.1_RagTag	517	992870042
scaffold_group132	VYXG01004255.1_RagTag	865	992870907
scaffold_group132	VYXG01004256.1_RagTag	504	992871411
scaffold_group132	VYXG01004257.1_RagTag	496	992871907
scaffold_group132	VYXG01004258.1_RagTag	631	992872538
scaffold_group132	VYXG01004259.1_RagTag	1067	992873605
scaffold_group132	VYXG01004260.1_RagTag	21370	992894975
scaffold_group132	VYXG01004261.1_RagTag	595	992895570
scaffold_group132	VYXG01004263.1_RagTag	1849	992897419
scaffold_group132	VYXG01004264.1_RagTag	1309	992898728
scaffold_group132	VYXG01004265.1_RagTag	488	992899216
scaffold_group132	VYXG01004266.1_RagTag	6188	992905404
scaffold_group132	VYXG01004268.1_RagTag	682	992906086
scaffold_group132	VYXG01004269.1_RagTag	631	992906717
scaffold_group132	VYXG01004270.1_RagTag	460	992907177
scaffold_group132	VYXG01004271.1_RagTag	691	992907868
scaffold_group132	VYXG01004273.1_RagTag	1580	992909448
scaffold_group132	VYXG01004275.1_RagTag	481	992909929
scaffold_group132	VYXG01004285.1_RagTag	2492	992912421
scaffold_group132	VYXG01004288.1_RagTag	456	992912877
scaffold_group132	VYXG01004289.1_RagTag	121525	993034402
scaffold_group132	VYXG01004290.1_RagTag	134769	993169171
scaffold_group132	VYXG01004292.1_RagTag	1146	993170317
scaffold_group133	VYXG01004293.1_RagTag	497	993170814
scaffold_group133	VYXG01004294.1_RagTag	1068	993171882
scaffold_group133	VYXG01004297.1_RagTag	576	993172458
scaffold_group133	VYXG01004298.1_RagTag	178180	993350638
scaffold_group133	VYXG01004299.1_RagTag	752	993351390
scaffold_group133	VYXG01004300.1_RagTag	1945	993353335
scaffold_group133	VYXG01004301.1_RagTag	4212	993357547
scaffold_group133	VYXG01004305.1_RagTag	3192	993360739
scaffold_group133	VYXG01004306.1_RagTag	14572	993375311
scaffold_group133	VYXG01004308.1_RagTag	477	993375788
scaffold_group133	VYXG01004309.1_RagTag	4365	993380153
scaffold_group133	VYXG01004313.1_RagTag	718	993380871
scaffold_group133	VYXG01004314.1_RagTag	815	993381686
scaffold_group133	VYXG01004316.1_RagTag	24932	993406618
scaffold_group133	VYXG01004317.1_RagTag	18869	993425487
scaffold_group133	VYXG01004318.1_RagTag	1896	993427383
scaffold_group133	VYXG01004319.1_RagTag	183114	993610497
scaffold_group133	VYXG01004320.1_RagTag	340	993610837
scaffold_group133	VYXG01004323.1_RagTag	604	993611441
scaffold_group133	VYXG01004326.1_RagTag	131704	993743145
scaffold_group133	VYXG01004327.1_RagTag	642	993743787
scaffold_group133	VYXG01004328.1_RagTag	876	993744663
scaffold_group133	VYXG01004329.1_RagTag	815	993745478
scaffold_group133	VYXG01004330.1_RagTag	476	993745954
scaffold_group133	VYXG01004331.1_RagTag	5602	993751556
scaffold_group133	VYXG01004332.1_RagTag	557	993752113
scaffold_group133	VYXG01004333.1_RagTag	3029	993755142
scaffold_group133	VYXG01004335.1_RagTag	1066	993756208
scaffold_group133	VYXG01004337.1_RagTag	840	993757048
scaffold_group133	VYXG01004338.1_RagTag	26448	993783496
scaffold_group134	VYXG01004339.1_RagTag	1808	993785304
scaffold_group134	VYXG01004340.1_RagTag	65572	993850876
scaffold_group134	VYXG01004342.1_RagTag	22518	993873394
scaffold_group134	VYXG01004343.1_RagTag	1362	993874756
scaffold_group134	VYXG01004344.1_RagTag	1496	993876252
scaffold_group134	VYXG01004345.1_RagTag	731	993876983
scaffold_group134	VYXG01004346.1_RagTag	1622	993878605
scaffold_group134	VYXG01004347.1_RagTag	5327	993883932
scaffold_group134	VYXG01004348.1_RagTag	352	993884284
scaffold_group134	VYXG01004349.1_RagTag	425	993884709
scaffold_group134	VYXG01004350.1_RagTag	1147	993885856
scaffold_group134	VYXG01004351.1_RagTag	4541	993890397
scaffold_group134	VYXG01004352.1_RagTag	1445	993891842
scaffold_group134	VYXG01004353.1_RagTag	1196	993893038
scaffold_group134	VYXG01004354.1_RagTag	1543	993894581
scaffold_group134	VYXG01004355.1_RagTag	1382	993895963
scaffold_group134	VYXG01004357.1_RagTag	5402	993901365
scaffold_group134	VYXG01004358.1_RagTag	731	993902096
scaffold_group134	VYXG01004359.1_RagTag	2708	993904804
scaffold_group134	VYXG01004361.1_RagTag	1462	993906266
scaffold_group134	VYXG01004362.1_RagTag	5735	993912001
scaffold_group134	VYXG01004363.1_RagTag	1241	993913242
scaffold_group134	VYXG01004364.1_RagTag	803	993914045
scaffold_group134	VYXG01004365.1_RagTag	864	993914909
scaffold_group134	VYXG01004366.1_RagTag	1514	993916423
scaffold_group134	VYXG01004367.1_RagTag	539	993916962
scaffold_group134	VYXG01004369.1_RagTag	1373	993918335
scaffold_group134	VYXG01004370.1_RagTag	910	993919245
scaffold_group134	VYXG01004371.1_RagTag	1196	993920441
scaffold_group134	VYXG01004373.1_RagTag	835	993921276
scaffold_group135	VYXG01004374.1_RagTag	1621	993922897
scaffold_group135	VYXG01004375.1_RagTag	776	993923673
scaffold_group135	VYXG01004376.1_RagTag	2424	993926097
scaffold_group135	VYXG01004378.1_RagTag	8050	993934147
scaffold_group135	VYXG01004379.1_RagTag	772	993934919
scaffold_group135	VYXG01004382.1_RagTag	480	993935399
scaffold_group135	VYXG01004383.1_RagTag	1347	993936746
scaffold_group135	VYXG01004384.1_RagTag	510	993937256
scaffold_group135	VYXG01004385.1_RagTag	809	993938065
scaffold_group135	VYXG01004386.1_RagTag	2436	993940501
scaffold_group135	VYXG01004387.1_RagTag	414	993940915
scaffold_group135	VYXG01004388.1_RagTag	545	993941460
scaffold_group135	VYXG01004389.1_RagTag	969	993942429
scaffold_group135	VYXG01004390.1_RagTag	1848	993944277
scaffold_group135	VYXG01004391.1_RagTag	1040	993945317
scaffold_group135	VYXG01004392.1_RagTag	8450	993953767
scaffold_group135	VYXG01004393.1_RagTag	507	993954274
scaffold_group135	VYXG01004394.1_RagTag	696	993954970
scaffold_group135	VYXG01004395.1_RagTag	4355	993959325
scaffold_group135	VYXG01004396.1_RagTag	4151	993963476
scaffold_group135	VYXG01004398.1_RagTag	715	993964191
scaffold_group135	VYXG01004399.1_RagTag	5476	993969667
scaffold_group135	VYXG01004400.1_RagTag	1014	993970681
scaffold_group135	VYXG01004401.1_RagTag	1040	993971721
scaffold_group135	VYXG01004403.1_RagTag	770	993972491
scaffold_group135	VYXG01004404.1_RagTag	498	993972989
scaffold_group135	VYXG01004405.1_RagTag	509	993973498
scaffold_group135	VYXG01004406.1_RagTag	2336	993975834
scaffold_group135	VYXG01004408.1_RagTag	487	993976321
scaffold_group135	VYXG01004410.1_RagTag	1340	993977661
scaffold_group136	VYXG01004411.1_RagTag	759	993978420
scaffold_group136	VYXG01004412.1_RagTag	2085	993980505
scaffold_group136	VYXG01004413.1_RagTag	883	993981388
scaffold_group136	VYXG01004414.1_RagTag	615	993982003
scaffold_group136	VYXG01004415.1_RagTag	1019	993983022
scaffold_group136	VYXG01004418.1_RagTag	2094	993985116
scaffold_group136	VYXG01004419.1_RagTag	1285	993986401
scaffold_group136	VYXG01004420.1_RagTag	1503	993987904
scaffold_group136	VYXG01004421.1_RagTag	2078	993989982
scaffold_group136	VYXG01004422.1_RagTag	1657	993991639
scaffold_group136	VYXG01004424.1_RagTag	644	993992283
scaffold_group136	VYXG01004425.1_RagTag	480	993992763
scaffold_group136	VYXG01004426.1_RagTag	1387	993994150
scaffold_group136	VYXG01004428.1_RagTag	1233	993995383
scaffold_group136	VYXG01004429.1_RagTag	842	993996225
scaffold_group136	VYXG01004430.1_RagTag	447	993996672
scaffold_group136	VYXG01004432.1_RagTag	795	993997467
scaffold_group136	VYXG01004433.1_RagTag	887	993998354
scaffold_group136	VYXG01004434.1_RagTag	2696	994001050
scaffold_group136	VYXG01004435.1_RagTag	1038	994002088
scaffold_group136	VYXG01004437.1_RagTag	1268	994003356
scaffold_group136	VYXG01004438.1_RagTag	864	994004220
scaffold_group136	VYXG01004440.1_RagTag	546	994004766
scaffold_group136	VYXG01004441.1_RagTag	1125	994005891
scaffold_group136	VYXG01004442.1_RagTag	476	994006367
scaffold_group136	VYXG01004443.1_RagTag	527	994006894
scaffold_group136	VYXG01004446.1_RagTag	7510	994014404
scaffold_group136	VYXG01004447.1_RagTag	2061	994016465
scaffold_group136	VYXG01004448.1_RagTag	521	994016986
scaffold_group136	VYXG01004449.1_RagTag	623	994017609
scaffold_group137	VYXG01004452.1_RagTag	822	994018431
scaffold_group137	VYXG01004453.1_RagTag	1049	994019480
scaffold_group137	VYXG01004454.1_RagTag	832	994020312
scaffold_group137	VYXG01004455.1_RagTag	394	994020706
scaffold_group137	VYXG01004456.1_RagTag	668	994021374
scaffold_group137	VYXG01004457.1_RagTag	657	994022031
scaffold_group137	VYXG01004458.1_RagTag	22379	994044410
scaffold_group137	VYXG01004459.1_RagTag	650	994045060
scaffold_group137	VYXG01004460.1_RagTag	1278	994046338
scaffold_group137	VYXG01004463.1_RagTag	7244	994053582
scaffold_group137	VYXG01004464.1_RagTag	8023	994061605
scaffold_group137	VYXG01004465.1_RagTag	115384	994176989
scaffold_group137	VYXG01004469.1_RagTag	119005	994295994
scaffold_group137	VYXG01004472.1_RagTag	114015	994410009
scaffold_group137	VYXG01004476.1_RagTag	5010	994415019
scaffold_group137	VYXG01004481.1_RagTag	1520	994416539
scaffold_group137	VYXG01004482.1_RagTag	882	994417421
scaffold_group137	VYXG01004484.1_RagTag	443	994417864
scaffold_group137	VYXG01004486.1_RagTag	12683	994430547
scaffold_group137	VYXG01004491.1_RagTag	4123	994434670
scaffold_group137	VYXG01004498.1_RagTag	470	994435140
scaffold_group137	VYXG01004500.1_RagTag	1359	994436499
scaffold_group137	VYXG01004501.1_RagTag	16523	994453022
scaffold_group137	VYXG01004503.1_RagTag	1465	994454487
scaffold_group137	VYXG01004504.1_RagTag	8869	994463356
scaffold_group137	VYXG01004511.1_RagTag	1395	994464751
scaffold_group137	VYXG01004515.1_RagTag	2715	994467466
scaffold_group137	VYXG01004516.1_RagTag	1171	994468637
scaffold_group137	VYXG01004522.1_RagTag	255881	994724518
scaffold_group137	VYXG01004528.1_RagTag	449	994724967
scaffold_group138	VYXG01004534.1_RagTag	52504	994777471
scaffold_group138	VYXG01004537.1_RagTag	34369	994811840
scaffold_group138	VYXG01004541.1_RagTag	2862	994814702
scaffold_group138	VYXG01004547.1_RagTag	435	994815137
scaffold_group138	VYXG01004549.1_RagTag	5690	994820827
scaffold_group138	VYXG01004550.1_RagTag	2569	994823396
scaffold_group138	VYXG01004554.1_RagTag	1683	994825079
scaffold_group138	VYXG01004556.1_RagTag	448	994825527
scaffold_group138	VYXG01004557.1_RagTag	3040	994828567
scaffold_group138	VYXG01004559.1_RagTag	1467	994830034
scaffold_group138	VYXG01004560.1_RagTag	9526	994839560
scaffold_group138	VYXG01004563.1_RagTag	2525	994842085
scaffold_group138	VYXG01004564.1_RagTag	1806	994843891
scaffold_group138	VYXG01004565.1_RagTag	844	994844735
scaffold_group138	VYXG01004567.1_RagTag	515	994845250
scaffold_group138	VYXG01004568.1_RagTag	1532	994846782
scaffold_group138	VYXG01004569.1_RagTag	742	994847524
scaffold_group138	VYXG01004571.1_RagTag	5295	994852819
scaffold_group138	VYXG01004573.1_RagTag	3365	994856184
scaffold_group138	VYXG01004574.1_RagTag	1640	994857824
scaffold_group138	VYXG01004575.1_RagTag	336055	995193879
scaffold_group138	VYXG01004576.1_RagTag	19563	995213442
scaffold_group138	VYXG01004577.1_RagTag	504	995213946
scaffold_group138	VYXG01004580.1_RagTag	2605	995216551
scaffold_group138	VYXG01004582.1_RagTag	1822	995218373
scaffold_group138	VYXG01004583.1_RagTag	385	995218758
scaffold_group138	VYXG01004584.1_RagTag	452	995219210
scaffold_group138	VYXG01004586.1_RagTag	812	995220022
scaffold_group138	VYXG01004589.1_RagTag	1437	995221459
scaffold_group138	VYXG01004590.1_RagTag	69574	995291033
scaffold_group139	VYXG01004592.1_RagTag	426	995291459
scaffold_group139	VYXG01004594.1_RagTag	446	995291905
scaffold_group139	VYXG01004595.1_RagTag	5774	995297679
scaffold_group139	VYXG01004596.1_RagTag	1430	995299109
scaffold_group139	VYXG01004598.1_RagTag	5301	995304410
scaffold_group139	VYXG01004599.1_RagTag	816	995305226
scaffold_group139	VYXG01004600.1_RagTag	1364	995306590
scaffold_group139	VYXG01004601.1_RagTag	1899	995308489
scaffold_group139	VYXG01004602.1_RagTag	655	995309144
scaffold_group139	VYXG01004603.1_RagTag	1425	995310569
scaffold_group139	VYXG01004604.1_RagTag	789	995311358
scaffold_group139	VYXG01004605.1_RagTag	7074	995318432
scaffold_group139	VYXG01004606.1_RagTag	3311	995321743
scaffold_group139	VYXG01004607.1_RagTag	556	995322299
scaffold_group139	VYXG01004608.1_RagTag	6051	995328350
scaffold_group139	VYXG01004610.1_RagTag	2528	995330878
scaffold_group139	VYXG01004611.1_RagTag	1419	995332297
scaffold_group139	VYXG01004612.1_RagTag	5706	995338003
scaffold_group139	VYXG01004613.1_RagTag	87207	995425210
scaffold_group139	VYXG01004614.1_RagTag	686	995425896
scaffold_group139	VYXG01004615.1_RagTag	684	995426580
scaffold_group139	VYXG01004616.1_RagTag	845	995427425
scaffold_group139	VYXG01004617.1_RagTag	582	995428007
scaffold_group139	VYXG01004618.1_RagTag	1333	995429340
scaffold_group139	VYXG01004619.1_RagTag	874	995430214
scaffold_group139	VYXG01004622.1_RagTag	4054	995434268
scaffold_group139	VYXG01004625.1_RagTag	406	995434674
scaffold_group139	VYXG01004626.1_RagTag	459	995435133
scaffold_group139	VYXG01004628.1_RagTag	502	995435635
scaffold_group139	VYXG01004629.1_RagTag	788	995436423
scaffold_group140	VYXG01004630.1_RagTag	433	995436856
scaffold_group140	VYXG01004631.1_RagTag	673	995437529
scaffold_group140	VYXG01004632.1_RagTag	479	995438008
scaffold_group140	VYXG01004633.1_RagTag	434	995438442
scaffold_group140	VYXG01004635.1_RagTag	869	995439311
scaffold_group140	VYXG01004636.1_RagTag	1541	995440852
scaffold_group140	VYXG01004637.1_RagTag	476	995441328
scaffold_group140	VYXG01004638.1_RagTag	2506	995443834
scaffold_group140	VYXG01004639.1_RagTag	1549	995445383
scaffold_group140	VYXG01004640.1_RagTag	992	995446375
scaffold_group140	VYXG01004641.1_RagTag	492	995446867
scaffold_group140	VYXG01004643.1_RagTag	373	995447240
scaffold_group140	VYXG01004644.1_RagTag	1256	995448496
scaffold_group140	VYXG01004645.1_RagTag	1050	995449546
scaffold_group140	VYXG01004646.1_RagTag	462	995450008
scaffold_group140	VYXG01004649.1_RagTag	2417	995452425
scaffold_group140	VYXG01004652.1_RagTag	1292	995453717
scaffold_group140	VYXG01004654.1_RagTag	475	995454192
scaffold_group140	VYXG01004655.1_RagTag	4824	995459016
scaffold_group140	VYXG01004657.1_RagTag	2325	995461341
scaffold_group140	VYXG01004658.1_RagTag	12201	995473542
scaffold_group140	VYXG01004661.1_RagTag	56062	995529604
scaffold_group140	VYXG01004663.1_RagTag	499	995530103
scaffold_group140	VYXG01004664.1_RagTag	113524	995643627
scaffold_group140	VYXG01004669.1_RagTag	4057	995647684
scaffold_group140	VYXG01004670.1_RagTag	590	995648274
scaffold_group140	VYXG01004672.1_RagTag	57996	995706270
scaffold_group140	VYXG01004674.1_RagTag	6249	995712519
scaffold_group140	VYXG01004675.1_RagTag	11136	995723655
scaffold_group140	VYXG01004677.1_RagTag	7385	995731040
scaffold_group141	VYXG01004681.1_RagTag	1788	995732828
scaffold_group141	VYXG01004685.1_RagTag	4855	995737683
scaffold_group141	VYXG01004686.1_RagTag	226534	995964217
scaffold_group141	VYXG01004687.1_RagTag	63023	996027240
scaffold_group141	VYXG01004688.1_RagTag	2495	996029735
scaffold_group141	VYXG01004689.1_RagTag	836	996030571
scaffold_group141	VYXG01004690.1_RagTag	512	996031083
scaffold_group141	VYXG01004691.1_RagTag	113760	996144843
scaffold_group141	VYXG01004693.1_RagTag	13954	996158797
scaffold_group141	VYXG01004695.1_RagTag	3349	996162146
scaffold_group141	VYXG01004696.1_RagTag	6443	996168589
scaffold_group141	VYXG01004697.1_RagTag	7267	996175856
scaffold_group141	VYXG01004698.1_RagTag	24267	996200123
scaffold_group141	VYXG01004701.1_RagTag	838	996200961
scaffold_group141	VYXG01004703.1_RagTag	6680	996207641
scaffold_group141	VYXG01004706.1_RagTag	406	996208047
scaffold_group141	VYXG01004707.1_RagTag	2025	996210072
scaffold_group141	VYXG01004708.1_RagTag	842	996210914
scaffold_group141	VYXG01004709.1_RagTag	11095	996222009
scaffold_group141	VYXG01004711.1_RagTag	2181	996224190
scaffold_group141	VYXG01004713.1_RagTag	707	996224897
scaffold_group141	VYXG01004714.1_RagTag	2196	996227093
scaffold_group141	VYXG01004715.1_RagTag	3077	996230170
scaffold_group141	VYXG01004717.1_RagTag	1516	996231686
scaffold_group141	VYXG01004718.1_RagTag	12821	996244507
scaffold_group141	VYXG01004720.1_RagTag	873	996245380
scaffold_group141	VYXG01004722.1_RagTag	1998	996247378
scaffold_group141	VYXG01004723.1_RagTag	1291	996248669
scaffold_group141	VYXG01004724.1_RagTag	551	996249220
scaffold_group141	VYXG01004725.1_RagTag	2593	996251813
scaffold_group142	VYXG01004726.1_RagTag	2527	996254340
scaffold_group142	VYXG01004727.1_RagTag	560	996254900
scaffold_group142	VYXG01004731.1_RagTag	1558	996256458
scaffold_group142	VYXG01004732.1_RagTag	1953	996258411
scaffold_group142	VYXG01004733.1_RagTag	558	996258969
scaffold_group142	VYXG01004734.1_RagTag	1194	996260163
scaffold_group142	VYXG01004735.1_RagTag	733	996260896
scaffold_group142	VYXG01004736.1_RagTag	1644	996262540
scaffold_group142	VYXG01004737.1_RagTag	910	996263450
scaffold_group142	VYXG01004738.1_RagTag	772	996264222
scaffold_group142	VYXG01004739.1_RagTag	783	996265005
scaffold_group142	VYXG01004740.1_RagTag	448	996265453
scaffold_group142	VYXG01004741.1_RagTag	710	996266163
scaffold_group142	VYXG01004742.1_RagTag	866	996267029
scaffold_group142	VYXG01004743.1_RagTag	1905	996268934
scaffold_group142	VYXG01004744.1_RagTag	613	996269547
scaffold_group142	VYXG01004746.1_RagTag	2189	996271736
scaffold_group142	VYXG01004747.1_RagTag	809	996272545
scaffold_group142	VYXG01004749.1_RagTag	1429	996273974
scaffold_group142	VYXG01004754.1_RagTag	30647	996304621
scaffold_group142	VYXG01004756.1_RagTag	818	996305439
scaffold_group142	VYXG01004757.1_RagTag	791	996306230
scaffold_group142	VYXG01004758.1_RagTag	207660	996513890
scaffold_group142	VYXG01004760.1_RagTag	2428	996516318
scaffold_group142	VYXG01004766.1_RagTag	694	996517012
scaffold_group142	VYXG01004770.1_RagTag	4715	996521727
scaffold_group142	VYXG01004771.1_RagTag	34138	996555865
scaffold_group142	VYXG01004773.1_RagTag	25176	996581041
scaffold_group142	VYXG01004776.1_RagTag	15514	996596555
scaffold_group142	VYXG01004778.1_RagTag	407	996596962
scaffold_group143	VYXG01004779.1_RagTag	423	996597385
scaffold_group143	VYXG01004782.1_RagTag	82597	996679982
scaffold_group143	VYXG01004784.1_RagTag	508	996680490
scaffold_group143	VYXG01004786.1_RagTag	3920	996684410
scaffold_group143	VYXG01004790.1_RagTag	2039	996686449
scaffold_group143	VYXG01004792.1_RagTag	4080	996690529
scaffold_group143	VYXG01004793.1_RagTag	6661	996697190
scaffold_group143	VYXG01004794.1_RagTag	1310	996698500
